ref,after,class,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,degree,type,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,role,referent,person,tense,voice,mood,frame,subjref,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,discontinuous,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,junction
3JN 1:12!12, ,conj,δέ,δέ,1161,,,,also,,,CONJ,δὲ,n64001012012,127445,w,δὲ,III_John,25,3John,1,12,4,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!10, ,adv,καί,καί,2532,,,,and,089017,89.93,CONJ,καὶ,n64001012010,127446,w,καὶ,III_John,25,3John,1,12,7,wg,,,np,AdvpNp,s,,,,,143,wg,,,cl,S-V,,,,,,142,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,,,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!11, ,pron,ἐγώ,ἡμεῖς,1473,plural,,nominative,we,092002,92.4,P-1NP,ἡμεῖς,n64001012011,127447,w,ἡμεῖς,III_John,25,3John,1,12,7,wg,,,np,AdvpNp,s,,,,,143,wg,,,cl,S-V,,,,,,142,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,,personal,sentence,,,,,,,,,16,,book,,,,,,,,,,,,n64001001002 n64001010024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!13,",",verb,μαρτυρέω,μαρτυροῦμεν,3140,plural,,,bear witness,033020,33.262,V-PAI-1P,"μαρτυροῦμεν,",n64001012013,127448,w,μαρτυροῦμεν,III_John,25,3John,1,12,6,wg,,,cl,S-V,,,,,,142,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,first,present,active,indicative,A0:n64001012011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!14, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001012014,127449,w,καὶ,III_John,25,3John,1,12,6,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!15, ,verb,οἶδα,οἶδας,1492,singular,,,you know,028001,28.1,V-RAI-2S,οἶδας,n64001012015,127450,w,οἶδας,III_John,25,3John,1,12,7,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,,,sentence,,,,,,,,,16,,book,,,,,,,,,,,v,,second,perfect,active,indicative,A0:n64001011001,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!16, ,conj,ὅτι,ὅτι,3754,,,,that,,,CONJ,ὅτι,n64001012016,127451,w,ὅτι,III_John,25,3John,1,12,8,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,,,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!17, ,det,ὁ,ἡ,3588,singular,feminine,nominative,the,092004,92.24,T-NSF,ἡ,n64001012017,127452,w,ἡ,III_John,25,3John,1,12,10,wg,,,np,DetNP,s,,,,,148,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,,,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,,,,,,,,,wg,,,,,,,,,,139,,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!18, ,noun,μαρτυρία,μαρτυρία,3141,singular,feminine,nominative,testimony,033020,33.264,N-NSF,μαρτυρία,n64001012018,127453,w,μαρτυρία,III_John,25,3John,1,12,11,wg,,,np,NPofNP,,,,,,149,wg,,,np,DetNP,s,,,,,148,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,,common,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,,,,,,,,,wg,,,,Conj-CL,,,,,,140,,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,book,,,,,,,,,,,
3JN 1:12!19, ,pron,ἐγώ,ἡμῶν,1473,plural,,genitive,of us,092002,92.4,P-1GP,ἡμῶν,n64001012019,127454,w,ἡμῶν,III_John,25,3John,1,12,11,wg,,,np,NPofNP,,,,,,149,wg,,,np,DetNP,s,,,,,148,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,,personal,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,,n64001001002 n64001010024,,,,,,,wg,,,,Conj-CL,,,,,,140,,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,book,,,,,,,,,,,
3JN 1:12!20, ,adj,ἀληθής,ἀληθής,227,singular,feminine,nominative,true,072001,72.1,A-NSF,ἀληθής,n64001012020,127455,w,ἀληθής,III_John,25,3John,1,12,9,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,,,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,p,,,,,,,,sentence,,,,,,,,,16,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!21,.,verb,εἰμί,ἐστιν,1510,singular,,,is,,,V-PAI-3S,ἐστιν.,n64001012021,127456,w,ἐστιν,III_John,25,3John,1,12,9,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,,,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,vc,,third,present,active,indicative,,,sentence,,,,,,,,,16,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!2, ,verb,ἔχω,εἶχον,2192,singular,,,I had,,,V-IAI-1S,εἶχον,n64001013002,127457,w,εἶχον,III_John,25,3John,1,13,5,wg,,,cl,V-O,,,,,,152,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,first,imperfect,active,indicative,A0:n64001001002 A1:n64001013003,n64001001002,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!1, ,adj,πολύς,Πολλά,4183,plural,neuter,accusative,Many things,,,A-APN,Πολλὰ,n64001013001,127458,w,Πολλὰ,III_John,25,3John,1,13,6,wg,,,cl,O-V-IO,o,,,,,153,wg,,,cl,V-O,,,,,,152,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,,,book,,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!3, ,verb,γράφω,γράψαι,1125,,,,to write,033005,33.61,V-AAN,γράψαι,n64001013003,127459,w,γράψαι,III_John,25,3John,1,13,6,wg,,,cl,O-V-IO,o,,,,,153,wg,,,cl,V-O,,,,,,152,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,,aorist,active,infinitive,A0:n64001001002 A1:n64001013001 A2:n64001013004,n64001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!4,",",pron,σύ,σοι,4771,singular,,dative,to you,,,P-2DS,"σοι,",n64001013004,127460,w,σοι,III_John,25,3John,1,13,6,wg,,,cl,O-V-IO,o,,,,,153,wg,,,cl,V-O,,,,,,152,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,,personal,book,,,,,,,,,,,,,,,,,,,,,,io,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!5, ,conj,ἀλλά,ἀλλ’,235,,,,but,089023,89.125,CONJ,ἀλλ’,n64001013005,127461,w,ἀλλ’,III_John,25,3John,1,13,5,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!6, ,adv,οὐ,οὐ,3756,,,,not,,,PRT-N,οὐ,n64001013006,127462,w,οὐ,III_John,25,3John,1,13,6,wg,,,cl,ADV-V-O,,,,,,155,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,,,book,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!7, ,verb,θέλω,θέλω,2309,singular,,,I desire,025001,25.1,V-PAI-1S,θέλω,n64001013007,127463,w,θέλω,III_John,25,3John,1,13,6,wg,,,cl,ADV-V-O,,,,,,155,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,first,present,active,indicative,A0:n64001001002 A1:n64001013013,n64001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!8, ,prep,διά,διά,1223,,,,with,,,PREP,διὰ,n64001013008,127464,w,διὰ,III_John,25,3John,1,13,8,wg,,,pp,PrepNp,adv,,,,,157,wg,,,cl,ADV-IO-V,o,,,,,156,wg,,,cl,ADV-V-O,,,,,,155,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,,,wg,,,,,,,,,,150,sentence,,,,,,,,,17,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!9, ,adj,μέλας,μέλανος,3188,singular,neuter,genitive,ink,006010,6.57,A-GSN,μέλανος,n64001013009,127465,w,μέλανος,III_John,25,3John,1,13,9,wg,,,,NpaNp,,,,,,158,wg,,,pp,PrepNp,adv,,,,,157,wg,,,cl,ADV-IO-V,o,,,,,156,wg,,,cl,ADV-V-O,,,,,,155,wg,group,,,,,,,,,154,,,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,,,,,,,,,sentence,,,,,,,,,17,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!10, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001013010,127466,w,καὶ,III_John,25,3John,1,13,10,wg,group,,,,,,,,,159,wg,,,,NpaNp,,,,,,158,wg,,,pp,PrepNp,adv,,,,,157,wg,,,cl,ADV-IO-V,o,,,,,156,wg,,,cl,ADV-V-O,,,,,,155,,,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,,,,,,,,,wg,,,,,,,,,,150,,sentence,,,,,,,,,17,,book,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!11, ,noun,κάλαμος,καλάμου,2563,singular,masculine,genitive,pen,006010,6.56,N-GSM,καλάμου,n64001013011,127467,w,καλάμου,III_John,25,3John,1,13,10,wg,group,,,,,,,,,159,wg,,,,NpaNp,,,,,,158,wg,,,pp,PrepNp,adv,,,,,157,wg,,,cl,ADV-IO-V,o,,,,,156,wg,,,cl,ADV-V-O,,,,,,155,,common,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,,,,,,,,,wg,,,,,,,,,,150,,sentence,,,,,,,,,17,,book,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!12, ,pron,σύ,σοι,4771,singular,,dative,to you,,,P-2DS,σοι,n64001013012,127468,w,σοι,III_John,25,3John,1,13,7,wg,,,cl,ADV-IO-V,o,,,,,156,wg,,,cl,ADV-V-O,,,,,,155,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,,personal,sentence,,,,,,,,,17,,book,,,,,,,,,,,io,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:13!13,·,verb,γράφω,γράφειν,1125,,,,to write,033005,33.61,V-PAN,γράφειν·,n64001013013,127469,w,γράφειν,III_John,25,3John,1,13,7,wg,,,cl,ADV-IO-V,o,,,,,156,wg,,,cl,ADV-V-O,,,,,,155,wg,group,,,,,,,,,154,wg,,,,CLaCL,,,,,,151,wg,,,,,,,,,,150,,,sentence,,,,,,,,,17,,book,,,,,,,,,,,v,,,present,active,infinitive,A0:n64001001002 A2:n64001013012,n64001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!2, ,conj,δέ,δέ,1161,,,,however,089023,89.124,CONJ,δὲ,n64001014002,127470,w,δὲ,III_John,25,3John,1,14,4,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,18,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!1, ,verb,ἐλπίζω,ἐλπίζω,1679,singular,,,I hope,030003,30.54,V-PAI-1S,ἐλπίζω,n64001014001,127471,w,ἐλπίζω,III_John,25,3John,1,14,6,wg,,,cl,V-O,,,,,,163,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,18,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,first,present,active,indicative,A0:n64001001002 A1:n64001014005,n64001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!3, ,adv,εὐθέως,εὐθέως,2112,,,,soon,067002,67.53,ADV,εὐθέως,n64001014003,127472,w,εὐθέως,III_John,25,3John,1,14,7,wg,,,cl,ADV-O-V,o,,,,,164,wg,,,cl,V-O,,,,,,163,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,,sentence,,,,,,,,,18,,book,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!4, ,pron,σύ,σε,4771,singular,,accusative,you,,,P-2AS,σε,n64001014004,127473,w,σε,III_John,25,3John,1,14,7,wg,,,cl,ADV-O-V,o,,,,,164,wg,,,cl,V-O,,,,,,163,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,personal,sentence,,,,,,,,,18,,book,,,,,,,,,,,o,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!5,",",verb,ὁράω,ἰδεῖν,3708,,,,to see,034006,34.50,V-2AAN,"ἰδεῖν,",n64001014005,127474,w,ἰδεῖν,III_John,25,3John,1,14,7,wg,,,cl,ADV-O-V,o,,,,,164,wg,,,cl,V-O,,,,,,163,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,,sentence,,,,,,,,,18,,book,,,,,,,,,,,v,,,aorist,active,infinitive,A0:n64001001002 A1:n64001014004,n64001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!6, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001014006,127475,w,καὶ,III_John,25,3John,1,14,6,wg,group,,,,,,,,,165,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,18,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!7, ,noun,στόμα,στόμα,4750,singular,neuter,accusative,mouth,083006,83.39,N-ASN,στόμα,n64001014007,127476,w,στόμα,III_John,25,3John,1,14,8,wg,,,np,NpPp,adv,,,,,167,wg,,,cl,ADV-V,,,,,,166,wg,group,,,,,,,,,165,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,,common,wg,,,,,,,,,,160,sentence,,,,,,,,,18,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!8, ,prep,πρός,πρός,4314,,,,to,084002,84.18,PREP,πρὸς,n64001014008,127477,w,πρὸς,III_John,25,3John,1,14,9,wg,,,pp,PrepNp,,,,,,168,wg,,,np,NpPp,adv,,,,,167,wg,,,cl,ADV-V,,,,,,166,wg,group,,,,,,,,,165,wg,,,,CLaCL,,,,,,162,,,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,,,,,,,,sentence,,,,,,,,,18,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!9, ,noun,στόμα,στόμα,4750,singular,neuter,accusative,mouth,083006,83.39,N-ASN,στόμα,n64001014009,127478,w,στόμα,III_John,25,3John,1,14,9,wg,,,pp,PrepNp,,,,,,168,wg,,,np,NpPp,adv,,,,,167,wg,,,cl,ADV-V,,,,,,166,wg,group,,,,,,,,,165,wg,,,,CLaCL,,,,,,162,,common,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,,,,,,,,sentence,,,,,,,,,18,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:14!10,.,verb,λαλέω,λαλήσομεν,2980,plural,,,we will speak,033006,33.70,V-FAI-1P,λαλήσομεν.,n64001014010,127479,w,λαλήσομεν,III_John,25,3John,1,14,7,wg,,,cl,ADV-V,,,,,,166,wg,group,,,,,,,,,165,wg,,,,CLaCL,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,,sentence,,,,,,,,,18,,book,,,,,,,,,,,v,,first,future,active,indicative,A0:n64001001002;n64001011001,n64001001002 n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!1, ,noun,εἰρήνη,Εἰρήνη,1515,singular,feminine,nominative,Peace,022007,22.42,N-NSF,Εἰρήνη,n64001015001,127480,w,Εἰρήνη,III_John,25,3John,1,15,4,wg,,,cl,S-IO,,VerbElided,,,,170,wg,,,,,,,,,,169,sentence,,,,,,,,,19,,book,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!2,.,pron,σύ,σοι,4771,singular,,dative,to you,,,P-2DS,σοι.,n64001015002,127481,w,σοι,III_John,25,3John,1,15,4,wg,,,cl,S-IO,,VerbElided,,,,170,wg,,,,,,,,,,169,sentence,,,,,,,,,19,,book,,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,io,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!3, ,verb,ἀσπάζομαι,ἀσπάζονται,782,plural,,,Greet,033003,33.20,V-PNI-3P,ἀσπάζονταί,n64001015003,127482,w,ἀσπάζονταί,III_John,25,3John,1,15,4,wg,,,cl,V-O-S,,,,,,172,wg,,,,,,,,,,171,sentence,,,,,,,,,20,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,present,middlepassive,indicative,A1:n64001015004 A0:n64001015006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!4, ,pron,σύ,σε,4771,singular,,accusative,you,,,P-2AS,σε,n64001015004,127483,w,σε,III_John,25,3John,1,15,4,wg,,,cl,V-O-S,,,,,,172,wg,,,,,,,,,,171,sentence,,,,,,,,,20,,book,,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,o,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!5, ,det,ὁ,οἱ,3588,plural,masculine,nominative,the,092004,92.24,T-NPM,οἱ,n64001015005,127484,w,οἱ,III_John,25,3John,1,15,5,wg,,,np,DetAdj,s,,,,,173,wg,,,cl,V-O-S,,,,,,172,wg,,,,,,,,,,171,sentence,,,,,,,,,20,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!6,.,adj,φίλος,φίλοι,5384,plural,masculine,nominative,friends,034001,34.11,A-NPM,φίλοι.,n64001015006,127485,w,φίλοι,III_John,25,3John,1,15,5,wg,,,np,DetAdj,s,,,,,173,wg,,,cl,V-O-S,,,,,,172,wg,,,,,,,,,,171,sentence,,,,,,,,,20,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!7, ,verb,ἀσπάζομαι,ἀσπάζου,782,singular,,,Greet,033003,33.20,V-PNM-2S,ἀσπάζου,n64001015007,127486,w,ἀσπάζου,III_John,25,3John,1,15,4,wg,,,cl,V-O-ADV,,,,,,175,wg,,,,,,,,,,174,sentence,,,,,,,,,21,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,second,present,middlepassive,imperative,A0:n64001011001 A1:n64001015009,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!8, ,det,ὁ,τούς,3588,plural,masculine,accusative,the,092004,92.24,T-APM,τοὺς,n64001015008,127487,w,τοὺς,III_John,25,3John,1,15,5,wg,,,np,DetAdj,o,,,,,176,wg,,,cl,V-O-ADV,,,,,,175,wg,,,,,,,,,,174,sentence,,,,,,,,,21,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!9, ,adj,φίλος,φίλους,5384,plural,masculine,accusative,friends,034001,34.11,A-APM,φίλους,n64001015009,127488,w,φίλους,III_John,25,3John,1,15,5,wg,,,np,DetAdj,o,,,,,176,wg,,,cl,V-O-ADV,,,,,,175,wg,,,,,,,,,,174,sentence,,,,,,,,,21,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!10, ,prep,κατά,κατ’,2596,,,,by,089016,89.90,PREP,κατ’,n64001015010,127489,w,κατ’,III_John,25,3John,1,15,5,wg,,,pp,PrepNp,adv,,,,,177,wg,,,cl,V-O-ADV,,,,,,175,wg,,,,,,,,,,174,sentence,,,,,,,,,21,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:15!11,.,noun,ὄνομα,ὄνομα,3686,singular,neuter,accusative,,033009,33.126,N-ASN,ὄνομα.,n64001015011,127490,w,ὄνομα,III_John,25,3John,1,15,5,wg,,,pp,PrepNp,adv,,,,,177,wg,,,cl,V-O-ADV,,,,,,175,wg,,,,,,,,,,174,sentence,,,,,,,,,21,,book,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
